state	county	policies	insurance	premium
OHIO	MONROE COUNTY	57	6933000	38057
OHIO	MONTGOMERY COUNTY	1132	206992900	1271935
OHIO	MORGAN COUNTY	108	10650600	78998
OHIO	PIKE COUNTY	114	21661400	154992
OHIO	SHELBY COUNTY	213	25815600	179412
OHIO	WASHINGTON COUNTY	925	157159600	1376779
OHIO	CARROLL COUNTY	124	18826900	85722
OHIO	CLARK COUNTY	407	78570800	316189
OHIO	CRAWFORD COUNTY	78	12408200	70487
OHIO	FULTON COUNTY	90	16518700	99355
OHIO	LOGAN COUNTY	169	23233900	157672
OHIO	PERRY COUNTY	172	27606200	123372
OHIO	UNION COUNTY	87	16346300	76173
OHIO	LAKE COUNTY	744	154412900	716929
OHIO	ADAMS COUNTY	106	11101400	84391
OHIO	SUMMIT COUNTY	1285	288210700	914817
OHIO	FAIRFIELD COUNTY	1094	166478700	1175013
OHIO	HAMILTON COUNTY	1666	347645900	2185884
OHIO	HOLMES COUNTY	104	15732800	116544
OHIO	PUTNAM COUNTY	308	46452700	270502
OHIO	HANCOCK COUNTY	931	143890000	1072236
OHIO	PAULDING COUNTY	93	10925100	68421
OHIO	WARREN COUNTY	769	137829600	791868
OHIO	WAYNE COUNTY	106	21312300	108943
OHIO	BROWN COUNTY	216	25997600	164197
OHIO	CHAMPAIGN COUNTY	90	14155600	60221
OHIO	CLINTON COUNTY	91	15710900	61747
OHIO	HARDIN COUNTY	48	6103100	40681
OHIO	KNOX COUNTY	255	35291300	184968
OHIO	MERCER COUNTY	104	19469400	60796
OHIO	RICHLAND COUNTY	238	48121700	389158
OHIO	STARK COUNTY	517	116438000	444462
OHIO	ALLEN COUNTY	337	54459200	301588
OHIO	DELAWARE COUNTY	1416	378762800	1542298
OHIO	HARRISON COUNTY	69	5176700	56484
OHIO	MIAMI COUNTY	332	62630200	278083
OHIO	NOBLE COUNTY	76	9689800	57963
OHIO	LUCAS COUNTY	1837	323072400	1664223
OHIO	OTTAWA COUNTY	1617	275905200	1253417
OHIO	HURON COUNTY	64	12840600	46742
OHIO	ERIE COUNTY	1104	201086400	1102308
OHIO	SENECA COUNTY	147	24268000	147698
OHIO	WILLIAMS COUNTY	67	12779100	86299
OHIO	ASHLAND COUNTY	120	14462100	125570
OHIO	ASHTABULA COUNTY	100	18776400	78001
OHIO	ATHENS COUNTY	543	103010900	715351
OHIO	AUGLAIZE COUNTY	150	22508500	142987
OHIO	BELMONT COUNTY	363	44283700	467594
OHIO	CLERMONT COUNTY	507	90981200	591952
OHIO	COLUMBIANA COUNTY	196	31474700	199070
OHIO	COSHOCTON COUNTY	76	14338800	82561
OHIO	CUYAHOGA COUNTY	1676	425693900	1678810
OHIO	DARKE COUNTY	120	20396600	100816
OHIO	DEFIANCE COUNTY	129	18520400	147510
OHIO	GALLIA COUNTY	217	32739500	239594
OHIO	GEAUGA COUNTY	149	36128600	97114
OHIO	GUERNSEY COUNTY	180	30144500	247539
OHIO	HIGHLAND COUNTY	5	1238900	8337
OHIO	HOCKING COUNTY	284	43742900	279154
OHIO	LICKING COUNTY	510	84350000	538041
OHIO	LORAIN COUNTY	864	163101200	819155
OHIO	MAHONING COUNTY	184	44709600	185851
OHIO	MEDINA COUNTY	433	87912900	308951
OHIO	MEIGS COUNTY	279	25751700	219339
OHIO	MORROW COUNTY	34	6390700	28795
OHIO	MUSKINGUM COUNTY	176	28230000	138511
OHIO	PICKAWAY COUNTY	113	20961500	84996
OHIO	PORTAGE COUNTY	262	52909700	173822
OHIO	PREBLE COUNTY	134	21438200	109981
OHIO	ROSS COUNTY	207	39577900	226330
OHIO	SANDUSKY COUNTY	164	30630500	118170
OHIO	SCIOTO COUNTY	407	70093000	333202
OHIO	TRUMBULL COUNTY	467	85015100	422104
OHIO	TUSCARAWAS COUNTY	399	72015000	412029
OHIO	VAN WERT COUNTY	23	4427800	19073
OHIO	VINTON COUNTY	13	2108100	9186
OHIO	WOOD COUNTY	239	48314300	189994
OHIO	WYANDOT COUNTY	132	14140800	132056
OKLAHOMA	CHEROKEE COUNTY	132	20382600	86059
OKLAHOMA	CHOCTAW COUNTY	39	3817800	28822
OKLAHOMA	JACKSON COUNTY	59	14266900	31849
OKLAHOMA	JEFFERSON COUNTY	10	1089100	4532
OKLAHOMA	MARSHALL COUNTY	4	1354400	8085
OKLAHOMA	WASHINGTON COUNTY	106	18811500	94818
OKLAHOMA	GRANT COUNTY	9	1205800	6223
OKLAHOMA	LINCOLN COUNTY	19	3422700	7135
OKLAHOMA	LOGAN COUNTY	143	28837600	104022
OKLAHOMA	GARFIELD COUNTY	260	47684400	225717
OKLAHOMA	SEMINOLE COUNTY	53	9307800	36687
OKLAHOMA	BRYAN COUNTY	54	13018900	61422
OKLAHOMA	GRADY COUNTY	248	48993400	307878
OKLAHOMA	MCINTOSH COUNTY	9	2162300	5755
OKLAHOMA	MURRAY COUNTY	2	179800	534
OKLAHOMA	STEPHENS COUNTY	144	30171400	123607
OKLAHOMA	BLAINE COUNTY	20	2703700	17144
OKLAHOMA	CUSTER COUNTY	35	7782700	23103
OKLAHOMA	DELAWARE COUNTY	179	33454800	161231
OKLAHOMA	NOBLE COUNTY	17	2064900	19534
OKLAHOMA	HARPER COUNTY	9	805500	8046
OKLAHOMA	KIOWA COUNTY	26	3384600	15031
OKLAHOMA	OSAGE COUNTY	1867	437600300	1401830
OKLAHOMA	OTTAWA COUNTY	365	47708400	381734
OKLAHOMA	PAWNEE COUNTY	13	1211700	18266
OKLAHOMA	POTTAWATOMIE COUNTY	219	42034500	177310
OKLAHOMA	ADAIR COUNTY	21	3988000	18406
OKLAHOMA	CARTER COUNTY	99	20926100	82641
OKLAHOMA	PONTOTOC COUNTY	35	6912600	24473
OKLAHOMA	TEXAS COUNTY	10	2007300	14558
OKLAHOMA	CLEVELAND COUNTY	890	202358100	601221
OKLAHOMA	JOHNSTON COUNTY	3	7e+05	987
OKLAHOMA	ALFALFA COUNTY	82	5867100	74023
OKLAHOMA	ATOKA COUNTY	14	1932900	11418
OKLAHOMA	BEAVER COUNTY	7	1186100	8266
OKLAHOMA	BECKHAM COUNTY	24	2924900	22236
OKLAHOMA	CADDO COUNTY	73	8759100	42821
OKLAHOMA	CANADIAN COUNTY	2190	538507600	1661064
OKLAHOMA	CIMARRON COUNTY	1	105000	1105
OKLAHOMA	COAL COUNTY	7	832700	4617
OKLAHOMA	COMANCHE COUNTY	929	190523300	736291
OKLAHOMA	COTTON COUNTY	27	3887900	38212
OKLAHOMA	CRAIG COUNTY	53	7539600	69776
OKLAHOMA	CREEK COUNTY	216	42771000	195020
OKLAHOMA	GARVIN COUNTY	279	44837300	388693
OKLAHOMA	GREER COUNTY	8	1019200	4824
OKLAHOMA	HARMON COUNTY	10	843400	14733
OKLAHOMA	HASKELL COUNTY	2	199700	1004
OKLAHOMA	HUGHES COUNTY	8	1241500	5617
OKLAHOMA	KAY COUNTY	215	30379700	170232
OKLAHOMA	KINGFISHER COUNTY	85	14940500	104614
OKLAHOMA	LATIMER COUNTY	15	1977700	15960
OKLAHOMA	LE FLORE COUNTY	139	21763900	101813
OKLAHOMA	LOVE COUNTY	3	295700	2219
OKLAHOMA	MAJOR COUNTY	34	7081600	26981
OKLAHOMA	MAYES COUNTY	151	27290600	139332
OKLAHOMA	MCCLAIN COUNTY	89	18256200	69108
OKLAHOMA	MCCURTAIN COUNTY	48	4605300	25344
OKLAHOMA	MUSKOGEE COUNTY	192	34846800	163918
OKLAHOMA	NOWATA COUNTY	22	3704200	27278
OKLAHOMA	OKFUSKEE COUNTY	5	661700	3740
OKLAHOMA	OKLAHOMA COUNTY	1056	224781500	805446
OKLAHOMA	OKMULGEE COUNTY	158	20724500	143109
OKLAHOMA	PAYNE COUNTY	235	46990900	165372
OKLAHOMA	PITTSBURG COUNTY	107	17936000	80792
OKLAHOMA	PUSHMATAHA COUNTY	35	7186200	24543
OKLAHOMA	ROGER MILLS COUNTY	3	775500	5949
OKLAHOMA	ROGERS COUNTY	554	122859400	365858
OKLAHOMA	SEQUOYAH COUNTY	143	22340800	124651
OKLAHOMA	TILLMAN COUNTY	3	504500	1259
OKLAHOMA	TULSA COUNTY	1220	277266600	1031839
OKLAHOMA	WAGONER COUNTY	291	60286300	225990
OKLAHOMA	WASHITA COUNTY	15	2205100	10310
OKLAHOMA	WOODS COUNTY	11	1711600	7606
OKLAHOMA	WOODWARD COUNTY	253	32664100	208640
OREGON	JACKSON COUNTY	1706	417320700	1237728
OREGON	JEFFERSON COUNTY	118	26092400	172428
OREGON	MARION COUNTY	1983	506325900	1754178
OREGON	WASHINGTON COUNTY	1538	400421300	1477704
OREGON	BENTON COUNTY	923	219389900	917773
OREGON	COLUMBIA COUNTY	762	189276000	618319
OREGON	GRANT COUNTY	91	16975600	64763
OREGON	LINCOLN COUNTY	2456	609292200	1862148
OREGON	POLK COUNTY	393	83538900	332342
OREGON	UNION COUNTY	146	27501600	114285
OREGON	LAKE COUNTY	38	5472000	28084
OREGON	DOUGLAS COUNTY	1630	322461700	1472105
OREGON	BAKER COUNTY	141	22590500	105547
OREGON	WHEELER COUNTY	16	1380000	13349
OREGON	LINN COUNTY	783	170077000	778349
OREGON	LANE COUNTY	3679	930679700	3245638
OREGON	SHERMAN COUNTY	2	410200	786
OREGON	COOS COUNTY	552	143248200	723011
OREGON	CURRY COUNTY	308	86134600	201062
OREGON	MORROW COUNTY	59	8641400	67407
OREGON	CLACKAMAS COUNTY	4187	1106241500	3914999
OREGON	CLATSOP COUNTY	2358	683720200	1931467
OREGON	CROOK COUNTY	193	37429800	173706
OREGON	DESCHUTES COUNTY	269	81094700	171528
OREGON	GILLIAM COUNTY	5	1455000	4407
OREGON	HARNEY COUNTY	109	14416700	111560
OREGON	HOOD RIVER COUNTY	34	10157900	20421
OREGON	JOSEPHINE COUNTY	743	173785300	614527
OREGON	KLAMATH COUNTY	124	24679700	116740
OREGON	MALHEUR COUNTY	195	39298200	144159
OREGON	MULTNOMAH COUNTY	338	100240000	277323
OREGON	TILLAMOOK COUNTY	2227	570053400	1836258
OREGON	UMATILLA COUNTY	294	56361700	246257
OREGON	WALLOWA COUNTY	89	17756400	82959
OREGON	WASCO COUNTY	102	19727800	73882
OREGON	YAMHILL COUNTY	528	109403400	539521
PENNSYLVANIA	BUTLER COUNTY	550	100994200	718949
PENNSYLVANIA	FAYETTE COUNTY	406	62874200	440293
PENNSYLVANIA	FRANKLIN COUNTY	350	71423700	319460
PENNSYLVANIA	GREENE COUNTY	151	23018100	129546
PENNSYLVANIA	JEFFERSON COUNTY	315	50684000	298136
PENNSYLVANIA	LAWRENCE COUNTY	262	44985400	389362
PENNSYLVANIA	MONROE COUNTY	575	150010200	707291
PENNSYLVANIA	MONTGOMERY COUNTY	4413	1028361600	4401949
PENNSYLVANIA	PIKE COUNTY	305	77608900	273574
PENNSYLVANIA	WASHINGTON COUNTY	852	152351000	1020509
PENNSYLVANIA	COLUMBIA COUNTY	935	145665100	1036780
PENNSYLVANIA	CRAWFORD COUNTY	557	97515200	542958
PENNSYLVANIA	FULTON COUNTY	39	5511800	27537
PENNSYLVANIA	PERRY COUNTY	382	51218600	403348
PENNSYLVANIA	UNION COUNTY	541	73636300	567346
PENNSYLVANIA	ADAMS COUNTY	515	106768700	536097
PENNSYLVANIA	BRADFORD COUNTY	674	131464300	563110
PENNSYLVANIA	WARREN COUNTY	271	42193100	240442
PENNSYLVANIA	WAYNE COUNTY	287	64645000	297282
PENNSYLVANIA	CLINTON COUNTY	596	69699100	673780
PENNSYLVANIA	CUMBERLAND COUNTY	1078	207251600	1295160
PENNSYLVANIA	MERCER COUNTY	149	32386000	171663
PENNSYLVANIA	DELAWARE COUNTY	1971	470433400	2598884
PENNSYLVANIA	SULLIVAN COUNTY	82	14104300	79873
PENNSYLVANIA	ELK COUNTY	186	26635000	239835
PENNSYLVANIA	SOMERSET COUNTY	503	71047200	421449
PENNSYLVANIA	YORK COUNTY	1208	249256400	1261528
PENNSYLVANIA	CARBON COUNTY	261	42165100	363347
PENNSYLVANIA	LANCASTER COUNTY	1225	258709300	1548051
PENNSYLVANIA	ERIE COUNTY	485	114522700	371410
PENNSYLVANIA	TIOGA COUNTY	308	43231400	260696
PENNSYLVANIA	WYOMING COUNTY	360	71251800	354211
PENNSYLVANIA	NORTHAMPTON COUNTY	987	217711100	1334272
PENNSYLVANIA	BEAVER COUNTY	427	79541500	549702
PENNSYLVANIA	ALLEGHENY COUNTY	3723	899002800	5081050
PENNSYLVANIA	ARMSTRONG COUNTY	617	79612900	546593
PENNSYLVANIA	BEDFORD COUNTY	474	54335300	394311
PENNSYLVANIA	BERKS COUNTY	1053	247667600	1606755
PENNSYLVANIA	BLAIR COUNTY	966	146008500	998598
PENNSYLVANIA	BUCKS COUNTY	3980	1047710300	4818858
PENNSYLVANIA	CAMBRIA COUNTY	849	144132000	1254001
PENNSYLVANIA	CAMERON COUNTY	149	15662600	195182
PENNSYLVANIA	CENTRE COUNTY	410	68190500	404338
PENNSYLVANIA	CHESTER COUNTY	1571	384002500	2114210
PENNSYLVANIA	CLARION COUNTY	107	19845200	143717
PENNSYLVANIA	CLEARFIELD	5	786000	11548
PENNSYLVANIA	CLEARFIELD COUNTY	433	55753900	360988
PENNSYLVANIA	DAUPHIN COUNTY	2525	518524000	4135705
PENNSYLVANIA	FOREST COUNTY	36	4809100	30438
PENNSYLVANIA	HUNTINGDON COUNTY	433	50925300	376102
PENNSYLVANIA	INDIANA COUNTY	339	49120900	366280
PENNSYLVANIA	JUNIATA COUNTY	191	19622500	162131
PENNSYLVANIA	LACKAWANNA COUNTY	1016	168827000	1180466
PENNSYLVANIA	LEBANON COUNTY	468	99605900	573452
PENNSYLVANIA	LEHIGH COUNTY	733	163677300	1139657
PENNSYLVANIA	LUZERNE COUNTY	6865	1739256100	4832710
PENNSYLVANIA	LYCOMING COUNTY	1429	199441900	1562651
PENNSYLVANIA	MCKEAN COUNTY	304	40473300	213263
PENNSYLVANIA	MIFFLIN COUNTY	512	55514600	549616
PENNSYLVANIA	MONTOUR COUNTY	180	35376600	205959
PENNSYLVANIA	NORTHUMBERLAND COUNTY	939	156380400	1091716
PENNSYLVANIA	PHILADELPHIA COUNTY	4126	931559300	3371077
PENNSYLVANIA	POTTER COUNTY	239	25296200	188329
PENNSYLVANIA	SCHUYLKILL COUNTY	1005	123760700	1139403
PENNSYLVANIA	SNYDER COUNTY	377	55820200	514218
PENNSYLVANIA	SUSQUEHANNA COUNTY	358	57134300	346647
PENNSYLVANIA	VENANGO COUNTY	230	38016300	218469
PENNSYLVANIA	WESTMORELAND COUNTY	1206	219913000	1356143
RHODE ISLAND	WASHINGTON COUNTY	5111	1387436900	7908824
RHODE ISLAND	KENT COUNTY	1977	466628900	2528091
RHODE ISLAND	BRISTOL COUNTY	2127	560236700	2598735
RHODE ISLAND	NEWPORT COUNTY	2481	629206800	4181019
RHODE ISLAND	PROVIDENCE COUNTY	2273	597816800	2025248
SOUTH CAROLINA	CALHOUN COUNTY	16	2807900	9081
SOUTH CAROLINA	CHEROKEE COUNTY	22	5654700	14627
SOUTH CAROLINA	LEE COUNTY	34	5949000	26066
SOUTH CAROLINA	MARION COUNTY	346	39827300	230737
SOUTH CAROLINA	PICKENS COUNTY	89	22834500	53455
SOUTH CAROLINA	SUMTER COUNTY	690	147324100	411453
SOUTH CAROLINA	UNION COUNTY	1	42000	190
SOUTH CAROLINA	FAIRFIELD COUNTY	280	63027900	246483
SOUTH CAROLINA	JASPER COUNTY	1397	416778500	758586
SOUTH CAROLINA	LAURENS COUNTY	109	24017300	82149
SOUTH CAROLINA	OCONEE COUNTY	75	20432100	34549
SOUTH CAROLINA	RICHLAND COUNTY	1783	423347500	1433469
SOUTH CAROLINA	ANDERSON COUNTY	183	47667000	90917
SOUTH CAROLINA	GREENWOOD COUNTY	124	29111500	66445
SOUTH CAROLINA	YORK COUNTY	464	119623400	206506
SOUTH CAROLINA	DORCHESTER COUNTY	3299	878566900	1624974
SOUTH CAROLINA	LANCASTER COUNTY	156	42978100	71805
SOUTH CAROLINA	BEAUFORT COUNTY	51151	14082584500	31573032
SOUTH CAROLINA	CHESTER COUNTY	26	4698200	29798
SOUTH CAROLINA	ABBEVILLE COUNTY	32	6691500	15134
SOUTH CAROLINA	AIKEN COUNTY	516	137224500	242839
SOUTH CAROLINA	ALLENDALE COUNTY	4	707400	1348
SOUTH CAROLINA	BAMBERG COUNTY	34	6805100	26229
SOUTH CAROLINA	BARNWELL COUNTY	7	1505000	2253
SOUTH CAROLINA	BERKELEY COUNTY	30375	8108095500	27205648
SOUTH CAROLINA	CHARLESTON COUNTY	45097	12910530500	33535163
SOUTH CAROLINA	CHESTERFIELD COUNTY	21	4641900	10384
SOUTH CAROLINA	CLARENDON COUNTY	156	37909700	104254
SOUTH CAROLINA	COLLETON COUNTY	2101	543102600	2507838
SOUTH CAROLINA	DARLINGTON COUNTY	117	28206400	65973
SOUTH CAROLINA	DILLON COUNTY	82	14764700	45783
SOUTH CAROLINA	EDGEFIELD COUNTY	23	7104800	12461
SOUTH CAROLINA	FLORENCE COUNTY	614	131337100	325507
SOUTH CAROLINA	GEORGETOWN COUNTY	8426	2353865000	9464138
SOUTH CAROLINA	GREENVILLE COUNTY	1284	326506300	784435
SOUTH CAROLINA	HAMPTON COUNTY	82	19117500	35514
SOUTH CAROLINA	HORRY COUNTY	46304	9632979200	20763822
SOUTH CAROLINA	KERSHAW COUNTY	426	95574900	390285
SOUTH CAROLINA	LEXINGTON COUNTY	2483	555768000	1819860
SOUTH CAROLINA	MARLBORO COUNTY	31	4692700	22398
SOUTH CAROLINA	MCCORMICK COUNTY	38	10626300	19227
SOUTH CAROLINA	NEWBERRY COUNTY	146	29924400	111783
SOUTH CAROLINA	ORANGEBURG COUNTY	224	51098100	150993
SOUTH CAROLINA	SALUDA COUNTY	37	8226400	31834
SOUTH CAROLINA	SPARTANBURG COUNTY	281	74089900	136377
SOUTH CAROLINA	WILLIAMSBURG COUNTY	160	27268500	98330
SOUTH DAKOTA	CLAY COUNTY	10	2940000	3819
SOUTH DAKOTA	LAWRENCE COUNTY	171	34337100	188300
SOUTH DAKOTA	MARSHALL COUNTY	2	7e+05	788
SOUTH DAKOTA	CLARK COUNTY	12	1565000	7183
SOUTH DAKOTA	GRANT COUNTY	21	3440900	29349
SOUTH DAKOTA	LINCOLN COUNTY	813	236492300	724278
SOUTH DAKOTA	UNION COUNTY	378	110373000	264704
SOUTH DAKOTA	BUTTE COUNTY	46	6134800	31798
SOUTH DAKOTA	LAKE COUNTY	161	30173900	123392
SOUTH DAKOTA	TURNER COUNTY	12	1191600	8336
SOUTH DAKOTA	CUSTER COUNTY	88	15007200	59385
SOUTH DAKOTA	BROWN COUNTY	243	46577800	217475
SOUTH DAKOTA	CAMPBELL COUNTY	2	560000	776
SOUTH DAKOTA	MEADE COUNTY	116	20107600	127302
SOUTH DAKOTA	TODD COUNTY	5	465200	5201
SOUTH DAKOTA	PENNINGTON COUNTY	482	102330800	455117
SOUTH DAKOTA	DEUEL COUNTY	1	38000	420
SOUTH DAKOTA	HUGHES COUNTY	69	15858800	61428
SOUTH DAKOTA	AURORA COUNTY	8	1088300	4866
SOUTH DAKOTA	BEADLE COUNTY	13	3075300	7549
SOUTH DAKOTA	BON HOMME COUNTY	3	770000	1119
SOUTH DAKOTA	BROOKINGS COUNTY	134	17770600	131463
SOUTH DAKOTA	BRULE COUNTY	1	1e+05	1340
SOUTH DAKOTA	CHARLES MIX COUNTY	5	503700	3528
SOUTH DAKOTA	CODINGTON COUNTY	470	88379600	381935
SOUTH DAKOTA	CORSON COUNTY	2	480000	1330
SOUTH DAKOTA	DAVISON COUNTY	27	5579200	18618
SOUTH DAKOTA	DAY COUNTY	26	4535400	38921
SOUTH DAKOTA	DEWEY COUNTY	1	250000	954
SOUTH DAKOTA	EDMUNDS COUNTY	2	7e+05	830
SOUTH DAKOTA	FALL RIVER COUNTY	18	2217500	25062
SOUTH DAKOTA	FAULK COUNTY	1	350000	415
SOUTH DAKOTA	GREGORY COUNTY	1	350000	373
SOUTH DAKOTA	HAAKON COUNTY	14	1364800	12323
SOUTH DAKOTA	HAMLIN COUNTY	55	11840500	37965
SOUTH DAKOTA	HAND COUNTY	6	1429300	4956
SOUTH DAKOTA	HANSON COUNTY	6	920400	5633
SOUTH DAKOTA	HUTCHINSON COUNTY	12	1486100	8519
SOUTH DAKOTA	JERAULD COUNTY	1	350000	415
SOUTH DAKOTA	KINGSBURY COUNTY	2	430000	1322
SOUTH DAKOTA	LYMAN COUNTY	8	775200	15395
SOUTH DAKOTA	MCCOOK COUNTY	20	3138100	19287
SOUTH DAKOTA	MINER COUNTY	1	350000	373
SOUTH DAKOTA	MINNEHAHA COUNTY	154	28315500	121000
SOUTH DAKOTA	MOODY COUNTY	21	2982200	24538
SOUTH DAKOTA	ROBERTS COUNTY	48	9678900	52834
SOUTH DAKOTA	SANBORN COUNTY	3	1420000	1998
SOUTH DAKOTA	SPINK COUNTY	33	5987000	29992
SOUTH DAKOTA	STANLEY COUNTY	130	33966700	116801
SOUTH DAKOTA	SULLY COUNTY	1	350000	415
SOUTH DAKOTA	YANKTON COUNTY	69	15710100	65014
SOUTH DAKOTA	ZIEBACH COUNTY	1	210000	351
TENNESSEE	BLOUNT COUNTY	346	72634700	299282
TENNESSEE	CLAY COUNTY	33	8252800	18222
TENNESSEE	COFFEE COUNTY	142	25704200	144562
TENNESSEE	FAYETTE COUNTY	127	35856000	71832
TENNESSEE	FRANKLIN COUNTY	77	16579200	66901
TENNESSEE	GREENE COUNTY	75	15229800	76802
TENNESSEE	HENRY COUNTY	115	17886800	84558
TENNESSEE	HOUSTON COUNTY	28	7218000	56173
TENNESSEE	JACKSON COUNTY	47	10863200	35864
TENNESSEE	JEFFERSON COUNTY	71	14013600	68184
TENNESSEE	LAUDERDALE COUNTY	105	14005400	99717
TENNESSEE	LAWRENCE COUNTY	36	6396200	18332
TENNESSEE	MACON COUNTY	30	4309300	40601
TENNESSEE	MADISON COUNTY	295	71714400	221676
TENNESSEE	MARION COUNTY	184	39853800	174295
TENNESSEE	MARSHALL COUNTY	138	23593000	127494
TENNESSEE	MONROE COUNTY	90	20602700	70252
TENNESSEE	MONTGOMERY COUNTY	461	122203300	428170
TENNESSEE	MORGAN COUNTY	12	1732000	16316
TENNESSEE	SHELBY COUNTY	3618	1025932400	2204857
TENNESSEE	WASHINGTON COUNTY	97	19117000	61423
TENNESSEE	BENTON COUNTY	42	8896300	23054
TENNESSEE	BRADLEY COUNTY	282	55919500	304986
TENNESSEE	CARROLL COUNTY	41	7189600	56898
TENNESSEE	JOHNSON COUNTY	126	20409800	108501
TENNESSEE	LINCOLN COUNTY	83	14767900	85303
TENNESSEE	PERRY COUNTY	100	15927000	78307
TENNESSEE	POLK COUNTY	83	17889200	87841
TENNESSEE	SCOTT COUNTY	32	6467100	34976
TENNESSEE	SEVIER COUNTY	1258	304251100	1146949
TENNESSEE	UNION COUNTY	9	1264500	6896
TENNESSEE	VAN BUREN COUNTY	19	3567200	15303
TENNESSEE	WHITE COUNTY	15	3237700	9041
TENNESSEE	LAKE COUNTY	63	11238800	32085
TENNESSEE	HAMILTON COUNTY	2425	552003500	2345426
TENNESSEE	PUTNAM COUNTY	108	28142400	59934
TENNESSEE	DECATUR COUNTY	136	26472500	76463
TENNESSEE	DEKALB COUNTY	51	7802900	41282
TENNESSEE	HANCOCK COUNTY	27	4167900	18778
TENNESSEE	STEWART COUNTY	53	10951500	37234
TENNESSEE	WARREN COUNTY	52	8807000	44099
TENNESSEE	WAYNE COUNTY	83	11713500	62262
TENNESSEE	LEWIS COUNTY	27	4882800	21254
TENNESSEE	CUMBERLAND COUNTY	23	6462200	9707
TENNESSEE	GRUNDY COUNTY	12	1894300	9531
TENNESSEE	HARDIN COUNTY	143	29476000	109809
TENNESSEE	HENDERSON COUNTY	25	5288300	25743
TENNESSEE	KNOX COUNTY	1033	291299500	821172
TENNESSEE	WILLIAMSON COUNTY	1664	472413500	1352332
TENNESSEE	GIBSON COUNTY	169	19599800	134730
TENNESSEE	SULLIVAN COUNTY	211	43155500	202557
TENNESSEE	TIPTON COUNTY	217	55126900	168677
TENNESSEE	ANDERSON COUNTY	204	49830200	173318
TENNESSEE	SUMNER COUNTY	892	249609700	606641
TENNESSEE	WILSON COUNTY	956	239457600	759665
TENNESSEE	CAMPBELL COUNTY	59	6385700	51564
TENNESSEE	CARTER COUNTY	636	113873000	730321
TENNESSEE	HICKMAN COUNTY	67	15944300	102693
TENNESSEE	ROBERTSON COUNTY	215	45972900	170100
TENNESSEE	CLAIBORNE COUNTY	40	5505000	26010
TENNESSEE	HUMPHREYS COUNTY	108	14272300	131087
TENNESSEE	SMITH COUNTY	192	32329300	178534
TENNESSEE	DAVIDSON COUNTY	6600	1596422700	5338125
TENNESSEE	HAYWOOD COUNTY	111	14526800	89108
TENNESSEE	MOORE COUNTY	14	3490900	24790
TENNESSEE	RUTHERFORD COUNTY	1503	379469200	1139442
TENNESSEE	MEIGS COUNTY	14	2770300	13204
TENNESSEE	BEDFORD COUNTY	77	16465600	72561
TENNESSEE	CHESTER COUNTY	7	463700	2524
TENNESSEE	BLEDSOE COUNTY	9	1491900	4767
TENNESSEE	CANNON COUNTY	98	19266900	77895
TENNESSEE	CHEATHAM COUNTY	511	129061800	400083
TENNESSEE	COCKE COUNTY	151	26688000	176337
TENNESSEE	CROCKETT COUNTY	19	4752500	12942
TENNESSEE	DAVIDSON	21	10446900	101252
TENNESSEE	DICKSON COUNTY	55	12993200	60012
TENNESSEE	DYER COUNTY	279	42482100	250438
TENNESSEE	FENTRESS COUNTY	8	1585000	3047
TENNESSEE	GILES COUNTY	142	28972400	181058
TENNESSEE	GRAINGER COUNTY	21	3670400	10459
TENNESSEE	HAMBLEN COUNTY	63	13794600	109375
TENNESSEE	HARDEMAN COUNTY	11	1102900	8912
TENNESSEE	HAWKINS	177	38829200	170047
TENNESSEE	HAWKINS COUNTY	46	9087200	55024
TENNESSEE	LOUDON COUNTY	111	32026700	68880
TENNESSEE	MAURY COUNTY	313	69182400	224004
TENNESSEE	MCMINN COUNTY	56	8935700	52499
TENNESSEE	MCNAIRY COUNTY	31	6156200	36111
TENNESSEE	OBION COUNTY	148	21812600	149261
TENNESSEE	OVERTON COUNTY	30	5551500	22461
TENNESSEE	PICKETT COUNTY	4	688400	8993
TENNESSEE	RHEA COUNTY	162	35238600	154072
TENNESSEE	ROANE COUNTY	92	20835800	94829
TENNESSEE	SEQUATCHIE COUNTY	68	10328100	58589
TENNESSEE	TROUSDALE COUNTY	36	6802100	24636
TENNESSEE	UNICOI COUNTY	149	17132900	87249
TENNESSEE	WEAKLEY COUNTY	34	4517600	22079
TEXAS	CALHOUN COUNTY	2584	666677800	1923135
TEXAS	CHAMBERS COUNTY	2692	829641600	1265777
TEXAS	CHEROKEE COUNTY	164	31065400	135429
TEXAS	CLAY COUNTY	54	8769300	49210
TEXAS	DALLAS COUNTY	3179	870449600	2386468
TEXAS	FAYETTE COUNTY	187	44536200	143707
TEXAS	FRANKLIN COUNTY	24	1087500	12530
TEXAS	HALE COUNTY	101	17283100	108609
TEXAS	HOUSTON COUNTY	55	12558800	37692
TEXAS	JACKSON COUNTY	634	148415600	388141
TEXAS	JEFFERSON COUNTY	19773	5645758900	9524485
TEXAS	LAMAR COUNTY	208	32493700	119445
TEXAS	LEE COUNTY	51	9143800	25159
TEXAS	LIMESTONE COUNTY	91	17382000	67757
TEXAS	MADISON COUNTY	46	12956200	72875
TEXAS	MARION COUNTY	31	3165800	18904
TEXAS	MONTGOMERY COUNTY	20271	6131529900	9322640
TEXAS	SHELBY COUNTY	19	1537100	9573
