"","state","county","policies","insurance","premium"
"1918","NORTH DAKOTA","SIOUX COUNTY",3,385000,920
"1919","NORTH DAKOTA","NELSON COUNTY",1,175000,332
"1920","NORTH DAKOTA","RAMSEY COUNTY",153,55263800,111951
"1921","NORTH DAKOTA","RENVILLE COUNTY",8,892200,4241
"1922","NORTH DAKOTA","STEELE COUNTY",1,70000,244
"1923","NORTH DAKOTA","GOLDEN VALLEY COUNTY",3,805000,5000
"1924","NORTH DAKOTA","EDDY COUNTY",1,210000,351
"1925","NORTH DAKOTA","BARNES COUNTY",233,37909200,279967
"1926","NORTH DAKOTA","BENSON COUNTY",37,11205000,19822
"1927","NORTH DAKOTA","BILLINGS COUNTY",15,3355700,16153
"1928","NORTH DAKOTA","BOTTINEAU COUNTY",10,1365300,7579
"1929","NORTH DAKOTA","BOWMAN COUNTY",4,701700,3693
"1930","NORTH DAKOTA","BURLEIGH COUNTY",851,245285400,610724
"1931","NORTH DAKOTA","CAVALIER COUNTY",2,207000,1802
"1932","NORTH DAKOTA","DICKEY COUNTY",2,87000,729
"1933","NORTH DAKOTA","DUNN COUNTY",6,1962500,6365
"1934","NORTH DAKOTA","EMMONS COUNTY",21,2960500,27211
"1935","NORTH DAKOTA","FOSTER COUNTY",5,1190000,1603
"1936","NORTH DAKOTA","GRAND FORKS COUNTY",717,184597400,517675
"1937","NORTH DAKOTA","GRIGGS COUNTY",5,1575000,1908
"1938","NORTH DAKOTA","HETTINGER COUNTY",1,2e+05,1531
"1939","NORTH DAKOTA","LA MOURE COUNTY",9,991600,4846
"1940","NORTH DAKOTA","MCKENZIE",5,1450000,4568
"1941","NORTH DAKOTA","MCKENZIE COUNTY",71,18873000,110957
"1942","NORTH DAKOTA","MORTON COUNTY",251,71969300,154681
"1943","NORTH DAKOTA","OLIVER COUNTY",6,657200,4785
"1944","NORTH DAKOTA","PEMBINA COUNTY",188,36129600,126465
"1945","NORTH DAKOTA","RANSOM",3,1050000,1157
"1946","NORTH DAKOTA","RANSOM COUNTY",79,11403700,74447
"1947","NORTH DAKOTA","ROLETTE COUNTY",8,2117000,5811
"1948","NORTH DAKOTA","SARGENT COUNTY",1,105000,288
"1949","NORTH DAKOTA","SLOPE COUNTY",1,350000,415
"1950","NORTH DAKOTA","STUTSMAN COUNTY",89,20832700,61343
"1951","NORTH DAKOTA","TOWNER COUNTY",4,1207200,2390
"1952","NORTH DAKOTA","TRAILL COUNTY",56,10387700,44113
"1953","NORTH DAKOTA","WALSH COUNTY",514,53436800,534642
"1954","NORTH DAKOTA","WARD COUNTY",2716,797152300,1344456
"1955","NORTH DAKOTA","WILLIAMS COUNTY",29,5944800,37468
"1956","OHIO","BUTLER COUNTY",1205,229533500,1155092
"1957","OHIO","FAYETTE COUNTY",68,8681000,57379
"1958","OHIO","FRANKLIN COUNTY",1204,206837400,1345753
"1959","OHIO","GREENE COUNTY",1175,196846100,1032311
"1960","OHIO","HENRY COUNTY",82,11030300,77780
"1961","OHIO","JACKSON COUNTY",121,18376300,101324
"1962","OHIO","JEFFERSON COUNTY",232,23304500,247358
"1963","OHIO","LAWRENCE COUNTY",540,100892500,419141
"1964","OHIO","MADISON COUNTY",64,11991700,46250
"1965","OHIO","MARION COUNTY",275,31802100,251262
"1966","OHIO","MONROE COUNTY",57,6933000,38057
"1967","OHIO","MONTGOMERY COUNTY",1132,206992900,1271935
"1968","OHIO","MORGAN COUNTY",108,10650600,78998
"1969","OHIO","PIKE COUNTY",114,21661400,154992
"1970","OHIO","SHELBY COUNTY",213,25815600,179412
"1971","OHIO","WASHINGTON COUNTY",925,157159600,1376779
"1972","OHIO","CARROLL COUNTY",124,18826900,85722
"1973","OHIO","CLARK COUNTY",407,78570800,316189
"1974","OHIO","CRAWFORD COUNTY",78,12408200,70487
"1975","OHIO","FULTON COUNTY",90,16518700,99355
"1976","OHIO","LOGAN COUNTY",169,23233900,157672
"1977","OHIO","PERRY COUNTY",172,27606200,123372
"1978","OHIO","UNION COUNTY",87,16346300,76173
"1979","OHIO","LAKE COUNTY",744,154412900,716929
"1980","OHIO","ADAMS COUNTY",106,11101400,84391
"1981","OHIO","SUMMIT COUNTY",1285,288210700,914817
"1982","OHIO","FAIRFIELD COUNTY",1094,166478700,1175013
"1983","OHIO","HAMILTON COUNTY",1666,347645900,2185884
"1984","OHIO","HOLMES COUNTY",104,15732800,116544
"1985","OHIO","PUTNAM COUNTY",308,46452700,270502
"1986","OHIO","HANCOCK COUNTY",931,143890000,1072236
"1987","OHIO","PAULDING COUNTY",93,10925100,68421
"1988","OHIO","WARREN COUNTY",769,137829600,791868
"1989","OHIO","WAYNE COUNTY",106,21312300,108943
"1990","OHIO","BROWN COUNTY",216,25997600,164197
"1991","OHIO","CHAMPAIGN COUNTY",90,14155600,60221
"1992","OHIO","CLINTON COUNTY",91,15710900,61747
"1993","OHIO","HARDIN COUNTY",48,6103100,40681
"1994","OHIO","KNOX COUNTY",255,35291300,184968
"1995","OHIO","MERCER COUNTY",104,19469400,60796
"1996","OHIO","RICHLAND COUNTY",238,48121700,389158
"1997","OHIO","STARK COUNTY",517,116438000,444462
"1998","OHIO","ALLEN COUNTY",337,54459200,301588
"1999","OHIO","DELAWARE COUNTY",1416,378762800,1542298
"2000","OHIO","HARRISON COUNTY",69,5176700,56484
"2001","OHIO","MIAMI COUNTY",332,62630200,278083
"2002","OHIO","NOBLE COUNTY",76,9689800,57963
"2003","OHIO","LUCAS COUNTY",1837,323072400,1664223
"2004","OHIO","OTTAWA COUNTY",1617,275905200,1253417
"2005","OHIO","HURON COUNTY",64,12840600,46742
"2006","OHIO","ERIE COUNTY",1104,201086400,1102308
"2007","OHIO","SENECA COUNTY",147,24268000,147698
"2008","OHIO","WILLIAMS COUNTY",67,12779100,86299
"2009","OHIO","ASHLAND COUNTY",120,14462100,125570
"2010","OHIO","ASHTABULA COUNTY",100,18776400,78001
"2011","OHIO","ATHENS COUNTY",543,103010900,715351
"2012","OHIO","AUGLAIZE COUNTY",150,22508500,142987
"2013","OHIO","BELMONT COUNTY",363,44283700,467594
"2014","OHIO","CLERMONT COUNTY",507,90981200,591952
"2015","OHIO","COLUMBIANA COUNTY",196,31474700,199070
"2016","OHIO","COSHOCTON COUNTY",76,14338800,82561
"2017","OHIO","CUYAHOGA COUNTY",1676,425693900,1678810
"2018","OHIO","DARKE COUNTY",120,20396600,100816
"2019","OHIO","DEFIANCE COUNTY",129,18520400,147510
"2020","OHIO","GALLIA COUNTY",217,32739500,239594
"2021","OHIO","GEAUGA COUNTY",149,36128600,97114
"2022","OHIO","GUERNSEY COUNTY",180,30144500,247539
"2023","OHIO","HIGHLAND COUNTY",5,1238900,8337
"2024","OHIO","HOCKING COUNTY",284,43742900,279154
"2025","OHIO","LICKING COUNTY",510,84350000,538041
"2026","OHIO","LORAIN COUNTY",864,163101200,819155
"2027","OHIO","MAHONING COUNTY",184,44709600,185851
"2028","OHIO","MEDINA COUNTY",433,87912900,308951
"2029","OHIO","MEIGS COUNTY",279,25751700,219339
"2030","OHIO","MORROW COUNTY",34,6390700,28795
"2031","OHIO","MUSKINGUM COUNTY",176,28230000,138511
"2032","OHIO","PICKAWAY COUNTY",113,20961500,84996
"2033","OHIO","PORTAGE COUNTY",262,52909700,173822
"2034","OHIO","PREBLE COUNTY",134,21438200,109981
"2035","OHIO","ROSS COUNTY",207,39577900,226330
"2036","OHIO","SANDUSKY COUNTY",164,30630500,118170
"2037","OHIO","SCIOTO COUNTY",407,70093000,333202
"2038","OHIO","TRUMBULL COUNTY",467,85015100,422104
"2039","OHIO","TUSCARAWAS COUNTY",399,72015000,412029
"2040","OHIO","VAN WERT COUNTY",23,4427800,19073
"2041","OHIO","VINTON COUNTY",13,2108100,9186
"2042","OHIO","WOOD COUNTY",239,48314300,189994
"2043","OHIO","WYANDOT COUNTY",132,14140800,132056
"2044","OKLAHOMA","CHEROKEE COUNTY",132,20382600,86059
"2045","OKLAHOMA","CHOCTAW COUNTY",39,3817800,28822
"2046","OKLAHOMA","JACKSON COUNTY",59,14266900,31849
"2047","OKLAHOMA","JEFFERSON COUNTY",10,1089100,4532
"2048","OKLAHOMA","MARSHALL COUNTY",4,1354400,8085
"2049","OKLAHOMA","WASHINGTON COUNTY",106,18811500,94818
"2050","OKLAHOMA","GRANT COUNTY",9,1205800,6223
"2051","OKLAHOMA","LINCOLN COUNTY",19,3422700,7135
"2052","OKLAHOMA","LOGAN COUNTY",143,28837600,104022
"2053","OKLAHOMA","GARFIELD COUNTY",260,47684400,225717
"2054","OKLAHOMA","SEMINOLE COUNTY",53,9307800,36687
"2055","OKLAHOMA","BRYAN COUNTY",54,13018900,61422
"2056","OKLAHOMA","GRADY COUNTY",248,48993400,307878
"2057","OKLAHOMA","MCINTOSH COUNTY",9,2162300,5755
"2058","OKLAHOMA","MURRAY COUNTY",2,179800,534
"2059","OKLAHOMA","STEPHENS COUNTY",144,30171400,123607
"2060","OKLAHOMA","BLAINE COUNTY",20,2703700,17144
"2061","OKLAHOMA","CUSTER COUNTY",35,7782700,23103
"2062","OKLAHOMA","DELAWARE COUNTY",179,33454800,161231
"2063","OKLAHOMA","NOBLE COUNTY",17,2064900,19534
"2064","OKLAHOMA","HARPER COUNTY",9,805500,8046
"2065","OKLAHOMA","KIOWA COUNTY",26,3384600,15031
"2066","OKLAHOMA","OSAGE COUNTY",1867,437600300,1401830
"2067","OKLAHOMA","OTTAWA COUNTY",365,47708400,381734
"2068","OKLAHOMA","PAWNEE COUNTY",13,1211700,18266
"2069","OKLAHOMA","POTTAWATOMIE COUNTY",219,42034500,177310
"2070","OKLAHOMA","ADAIR COUNTY",21,3988000,18406
"2071","OKLAHOMA","CARTER COUNTY",99,20926100,82641
"2072","OKLAHOMA","PONTOTOC COUNTY",35,6912600,24473
"2073","OKLAHOMA","TEXAS COUNTY",10,2007300,14558
"2074","OKLAHOMA","CLEVELAND COUNTY",890,202358100,601221
"2075","OKLAHOMA","JOHNSTON COUNTY",3,7e+05,987
"2076","OKLAHOMA","ALFALFA COUNTY",82,5867100,74023
"2077","OKLAHOMA","ATOKA COUNTY",14,1932900,11418
"2078","OKLAHOMA","BEAVER COUNTY",7,1186100,8266
"2079","OKLAHOMA","BECKHAM COUNTY",24,2924900,22236
"2080","OKLAHOMA","CADDO COUNTY",73,8759100,42821
"2081","OKLAHOMA","CANADIAN COUNTY",2190,538507600,1661064
"2082","OKLAHOMA","CIMARRON COUNTY",1,105000,1105
"2083","OKLAHOMA","COAL COUNTY",7,832700,4617
"2084","OKLAHOMA","COMANCHE COUNTY",929,190523300,736291
"2085","OKLAHOMA","COTTON COUNTY",27,3887900,38212
"2086","OKLAHOMA","CRAIG COUNTY",53,7539600,69776
"2087","OKLAHOMA","CREEK COUNTY",216,42771000,195020
"2088","OKLAHOMA","GARVIN COUNTY",279,44837300,388693
"2089","OKLAHOMA","GREER COUNTY",8,1019200,4824
"2090","OKLAHOMA","HARMON COUNTY",10,843400,14733
"2091","OKLAHOMA","HASKELL COUNTY",2,199700,1004
"2092","OKLAHOMA","HUGHES COUNTY",8,1241500,5617
"2093","OKLAHOMA","KAY COUNTY",215,30379700,170232
"2094","OKLAHOMA","KINGFISHER COUNTY",85,14940500,104614
"2095","OKLAHOMA","LATIMER COUNTY",15,1977700,15960
"2096","OKLAHOMA","LE FLORE COUNTY",139,21763900,101813
"2097","OKLAHOMA","LOVE COUNTY",3,295700,2219
"2098","OKLAHOMA","MAJOR COUNTY",34,7081600,26981
"2099","OKLAHOMA","MAYES COUNTY",151,27290600,139332
"2100","OKLAHOMA","MCCLAIN COUNTY",89,18256200,69108
"2101","OKLAHOMA","MCCURTAIN COUNTY",48,4605300,25344
"2102","OKLAHOMA","MUSKOGEE COUNTY",192,34846800,163918
"2103","OKLAHOMA","NOWATA COUNTY",22,3704200,27278
"2104","OKLAHOMA","OKFUSKEE COUNTY",5,661700,3740
"2105","OKLAHOMA","OKLAHOMA COUNTY",1056,224781500,805446
"2106","OKLAHOMA","OKMULGEE COUNTY",158,20724500,143109
"2107","OKLAHOMA","PAYNE COUNTY",235,46990900,165372
"2108","OKLAHOMA","PITTSBURG COUNTY",107,17936000,80792
"2109","OKLAHOMA","PUSHMATAHA COUNTY",35,7186200,24543
"2110","OKLAHOMA","ROGER MILLS COUNTY",3,775500,5949
"2111","OKLAHOMA","ROGERS COUNTY",554,122859400,365858
"2112","OKLAHOMA","SEQUOYAH COUNTY",143,22340800,124651
"2113","OKLAHOMA","TILLMAN COUNTY",3,504500,1259
"2114","OKLAHOMA","TULSA COUNTY",1220,277266600,1031839
"2115","OKLAHOMA","WAGONER COUNTY",291,60286300,225990
"2116","OKLAHOMA","WASHITA COUNTY",15,2205100,10310
"2117","OKLAHOMA","WOODS COUNTY",11,1711600,7606
"2118","OKLAHOMA","WOODWARD COUNTY",253,32664100,208640
"2119","OREGON","JACKSON COUNTY",1706,417320700,1237728
"2120","OREGON","JEFFERSON COUNTY",118,26092400,172428
"2121","OREGON","MARION COUNTY",1983,506325900,1754178
"2122","OREGON","WASHINGTON COUNTY",1538,400421300,1477704
"2123","OREGON","BENTON COUNTY",923,219389900,917773
"2124","OREGON","COLUMBIA COUNTY",762,189276000,618319
"2125","OREGON","GRANT COUNTY",91,16975600,64763
"2126","OREGON","LINCOLN COUNTY",2456,609292200,1862148
"2127","OREGON","POLK COUNTY",393,83538900,332342
"2128","OREGON","UNION COUNTY",146,27501600,114285
"2129","OREGON","LAKE COUNTY",38,5472000,28084
"2130","OREGON","DOUGLAS COUNTY",1630,322461700,1472105
"2131","OREGON","BAKER COUNTY",141,22590500,105547
"2132","OREGON","WHEELER COUNTY",16,1380000,13349
"2133","OREGON","LINN COUNTY",783,170077000,778349
"2134","OREGON","LANE COUNTY",3679,930679700,3245638
"2135","OREGON","SHERMAN COUNTY",2,410200,786
"2136","OREGON","COOS COUNTY",552,143248200,723011
"2137","OREGON","CURRY COUNTY",308,86134600,201062
"2138","OREGON","MORROW COUNTY",59,8641400,67407
"2139","OREGON","CLACKAMAS COUNTY",4187,1106241500,3914999
"2140","OREGON","CLATSOP COUNTY",2358,683720200,1931467
"2141","OREGON","CROOK COUNTY",193,37429800,173706
"2142","OREGON","DESCHUTES COUNTY",269,81094700,171528
"2143","OREGON","GILLIAM COUNTY",5,1455000,4407
"2144","OREGON","HARNEY COUNTY",109,14416700,111560
"2145","OREGON","HOOD RIVER COUNTY",34,10157900,20421
"2146","OREGON","JOSEPHINE COUNTY",743,173785300,614527
"2147","OREGON","KLAMATH COUNTY",124,24679700,116740
"2148","OREGON","MALHEUR COUNTY",195,39298200,144159
"2149","OREGON","MULTNOMAH COUNTY",338,100240000,277323
"2150","OREGON","TILLAMOOK COUNTY",2227,570053400,1836258
"2151","OREGON","UMATILLA COUNTY",294,56361700,246257
"2152","OREGON","WALLOWA COUNTY",89,17756400,82959
"2153","OREGON","WASCO COUNTY",102,19727800,73882
"2154","OREGON","YAMHILL COUNTY",528,109403400,539521
"2155","PENNSYLVANIA","BUTLER COUNTY",550,100994200,718949
"2156","PENNSYLVANIA","FAYETTE COUNTY",406,62874200,440293
"2157","PENNSYLVANIA","FRANKLIN COUNTY",350,71423700,319460
"2158","PENNSYLVANIA","GREENE COUNTY",151,23018100,129546
"2159","PENNSYLVANIA","JEFFERSON COUNTY",315,50684000,298136
"2160","PENNSYLVANIA","LAWRENCE COUNTY",262,44985400,389362
"2161","PENNSYLVANIA","MONROE COUNTY",575,150010200,707291
"2162","PENNSYLVANIA","MONTGOMERY COUNTY",4413,1028361600,4401949
"2163","PENNSYLVANIA","PIKE COUNTY",305,77608900,273574
"2164","PENNSYLVANIA","WASHINGTON COUNTY",852,152351000,1020509
"2165","PENNSYLVANIA","COLUMBIA COUNTY",935,145665100,1036780
"2166","PENNSYLVANIA","CRAWFORD COUNTY",557,97515200,542958
"2167","PENNSYLVANIA","FULTON COUNTY",39,5511800,27537
"2168","PENNSYLVANIA","PERRY COUNTY",382,51218600,403348
"2169","PENNSYLVANIA","UNION COUNTY",541,73636300,567346
"2170","PENNSYLVANIA","ADAMS COUNTY",515,106768700,536097
"2171","PENNSYLVANIA","BRADFORD COUNTY",674,131464300,563110
"2172","PENNSYLVANIA","WARREN COUNTY",271,42193100,240442
"2173","PENNSYLVANIA","WAYNE COUNTY",287,64645000,297282
"2174","PENNSYLVANIA","CLINTON COUNTY",596,69699100,673780
"2175","PENNSYLVANIA","CUMBERLAND COUNTY",1078,207251600,1295160
"2176","PENNSYLVANIA","MERCER COUNTY",149,32386000,171663
"2177","PENNSYLVANIA","DELAWARE COUNTY",1971,470433400,2598884
"2178","PENNSYLVANIA","SULLIVAN COUNTY",82,14104300,79873
"2179","PENNSYLVANIA","ELK COUNTY",186,26635000,239835
"2180","PENNSYLVANIA","SOMERSET COUNTY",503,71047200,421449
"2181","PENNSYLVANIA","YORK COUNTY",1208,249256400,1261528
"2182","PENNSYLVANIA","CARBON COUNTY",261,42165100,363347
"2183","PENNSYLVANIA","LANCASTER COUNTY",1225,258709300,1548051
"2184","PENNSYLVANIA","ERIE COUNTY",485,114522700,371410
"2185","PENNSYLVANIA","TIOGA COUNTY",308,43231400,260696
"2186","PENNSYLVANIA","WYOMING COUNTY",360,71251800,354211
"2187","PENNSYLVANIA","NORTHAMPTON COUNTY",987,217711100,1334272
"2188","PENNSYLVANIA","BEAVER COUNTY",427,79541500,549702
"2189","PENNSYLVANIA","ALLEGHENY COUNTY",3723,899002800,5081050
"2190","PENNSYLVANIA","ARMSTRONG COUNTY",617,79612900,546593
"2191","PENNSYLVANIA","BEDFORD COUNTY",474,54335300,394311
"2192","PENNSYLVANIA","BERKS COUNTY",1053,247667600,1606755
"2193","PENNSYLVANIA","BLAIR COUNTY",966,146008500,998598
"2194","PENNSYLVANIA","BUCKS COUNTY",3980,1047710300,4818858
"2195","PENNSYLVANIA","CAMBRIA COUNTY",849,144132000,1254001
"2196","PENNSYLVANIA","CAMERON COUNTY",149,15662600,195182
"2197","PENNSYLVANIA","CENTRE COUNTY",410,68190500,404338
"2198","PENNSYLVANIA","CHESTER COUNTY",1571,384002500,2114210
"2199","PENNSYLVANIA","CLARION COUNTY",107,19845200,143717
"2200","PENNSYLVANIA","CLEARFIELD",5,786000,11548
"2201","PENNSYLVANIA","CLEARFIELD COUNTY",433,55753900,360988
"2202","PENNSYLVANIA","DAUPHIN COUNTY",2525,518524000,4135705
"2203","PENNSYLVANIA","FOREST COUNTY",36,4809100,30438
"2204","PENNSYLVANIA","HUNTINGDON COUNTY",433,50925300,376102
"2205","PENNSYLVANIA","INDIANA COUNTY",339,49120900,366280
"2206","PENNSYLVANIA","JUNIATA COUNTY",191,19622500,162131
"2207","PENNSYLVANIA","LACKAWANNA COUNTY",1016,168827000,1180466
"2208","PENNSYLVANIA","LEBANON COUNTY",468,99605900,573452
"2209","PENNSYLVANIA","LEHIGH COUNTY",733,163677300,1139657
"2210","PENNSYLVANIA","LUZERNE COUNTY",6865,1739256100,4832710
"2211","PENNSYLVANIA","LYCOMING COUNTY",1429,199441900,1562651
"2212","PENNSYLVANIA","MCKEAN COUNTY",304,40473300,213263
"2213","PENNSYLVANIA","MIFFLIN COUNTY",512,55514600,549616
"2214","PENNSYLVANIA","MONTOUR COUNTY",180,35376600,205959
"2215","PENNSYLVANIA","NORTHUMBERLAND COUNTY",939,156380400,1091716
"2216","PENNSYLVANIA","PHILADELPHIA COUNTY",4126,931559300,3371077
"2217","PENNSYLVANIA","POTTER COUNTY",239,25296200,188329
"2218","PENNSYLVANIA","SCHUYLKILL COUNTY",1005,123760700,1139403
"2219","PENNSYLVANIA","SNYDER COUNTY",377,55820200,514218
"2220","PENNSYLVANIA","SUSQUEHANNA COUNTY",358,57134300,346647
"2221","PENNSYLVANIA","VENANGO COUNTY",230,38016300,218469
"2222","PENNSYLVANIA","WESTMORELAND COUNTY",1206,219913000,1356143
"2223","RHODE ISLAND","WASHINGTON COUNTY",5111,1387436900,7908824
"2224","RHODE ISLAND","KENT COUNTY",1977,466628900,2528091
"2225","RHODE ISLAND","BRISTOL COUNTY",2127,560236700,2598735
"2226","RHODE ISLAND","NEWPORT COUNTY",2481,629206800,4181019
"2227","RHODE ISLAND","PROVIDENCE COUNTY",2273,597816800,2025248
"2228","SOUTH CAROLINA","CALHOUN COUNTY",16,2807900,9081
"2229","SOUTH CAROLINA","CHEROKEE COUNTY",22,5654700,14627
"2230","SOUTH CAROLINA","LEE COUNTY",34,5949000,26066
"2231","SOUTH CAROLINA","MARION COUNTY",346,39827300,230737
"2232","SOUTH CAROLINA","PICKENS COUNTY",89,22834500,53455
"2233","SOUTH CAROLINA","SUMTER COUNTY",690,147324100,411453
"2234","SOUTH CAROLINA","UNION COUNTY",1,42000,190
"2235","SOUTH CAROLINA","FAIRFIELD COUNTY",280,63027900,246483
"2236","SOUTH CAROLINA","JASPER COUNTY",1397,416778500,758586
"2237","SOUTH CAROLINA","LAURENS COUNTY",109,24017300,82149
"2238","SOUTH CAROLINA","OCONEE COUNTY",75,20432100,34549
"2239","SOUTH CAROLINA","RICHLAND COUNTY",1783,423347500,1433469
"2240","SOUTH CAROLINA","ANDERSON COUNTY",183,47667000,90917
"2241","SOUTH CAROLINA","GREENWOOD COUNTY",124,29111500,66445
"2242","SOUTH CAROLINA","YORK COUNTY",464,119623400,206506
"2243","SOUTH CAROLINA","DORCHESTER COUNTY",3299,878566900,1624974
"2244","SOUTH CAROLINA","LANCASTER COUNTY",156,42978100,71805
"2245","SOUTH CAROLINA","BEAUFORT COUNTY",51151,14082584500,31573032
"2246","SOUTH CAROLINA","CHESTER COUNTY",26,4698200,29798
"2247","SOUTH CAROLINA","ABBEVILLE COUNTY",32,6691500,15134
"2248","SOUTH CAROLINA","AIKEN COUNTY",516,137224500,242839
"2249","SOUTH CAROLINA","ALLENDALE COUNTY",4,707400,1348
"2250","SOUTH CAROLINA","BAMBERG COUNTY",34,6805100,26229
"2251","SOUTH CAROLINA","BARNWELL COUNTY",7,1505000,2253
"2252","SOUTH CAROLINA","BERKELEY COUNTY",30375,8108095500,27205648
"2253","SOUTH CAROLINA","CHARLESTON COUNTY",45097,12910530500,33535163
"2254","SOUTH CAROLINA","CHESTERFIELD COUNTY",21,4641900,10384
"2255","SOUTH CAROLINA","CLARENDON COUNTY",156,37909700,104254
"2256","SOUTH CAROLINA","COLLETON COUNTY",2101,543102600,2507838
"2257","SOUTH CAROLINA","DARLINGTON COUNTY",117,28206400,65973
"2258","SOUTH CAROLINA","DILLON COUNTY",82,14764700,45783
"2259","SOUTH CAROLINA","EDGEFIELD COUNTY",23,7104800,12461
"2260","SOUTH CAROLINA","FLORENCE COUNTY",614,131337100,325507
"2261","SOUTH CAROLINA","GEORGETOWN COUNTY",8426,2353865000,9464138
"2262","SOUTH CAROLINA","GREENVILLE COUNTY",1284,326506300,784435
"2263","SOUTH CAROLINA","HAMPTON COUNTY",82,19117500,35514
"2264","SOUTH CAROLINA","HORRY COUNTY",46304,9632979200,20763822
"2265","SOUTH CAROLINA","KERSHAW COUNTY",426,95574900,390285
"2266","SOUTH CAROLINA","LEXINGTON COUNTY",2483,555768000,1819860
"2267","SOUTH CAROLINA","MARLBORO COUNTY",31,4692700,22398
"2268","SOUTH CAROLINA","MCCORMICK COUNTY",38,10626300,19227
"2269","SOUTH CAROLINA","NEWBERRY COUNTY",146,29924400,111783
"2270","SOUTH CAROLINA","ORANGEBURG COUNTY",224,51098100,150993
"2271","SOUTH CAROLINA","SALUDA COUNTY",37,8226400,31834
"2272","SOUTH CAROLINA","SPARTANBURG COUNTY",281,74089900,136377
"2273","SOUTH CAROLINA","WILLIAMSBURG COUNTY",160,27268500,98330
"2274","SOUTH DAKOTA","CLAY COUNTY",10,2940000,3819
"2275","SOUTH DAKOTA","LAWRENCE COUNTY",171,34337100,188300
"2276","SOUTH DAKOTA","MARSHALL COUNTY",2,7e+05,788
"2277","SOUTH DAKOTA","CLARK COUNTY",12,1565000,7183
"2278","SOUTH DAKOTA","GRANT COUNTY",21,3440900,29349
"2279","SOUTH DAKOTA","LINCOLN COUNTY",813,236492300,724278
"2280","SOUTH DAKOTA","UNION COUNTY",378,110373000,264704
"2281","SOUTH DAKOTA","BUTTE COUNTY",46,6134800,31798
"2282","SOUTH DAKOTA","LAKE COUNTY",161,30173900,123392
"2283","SOUTH DAKOTA","TURNER COUNTY",12,1191600,8336
"2284","SOUTH DAKOTA","CUSTER COUNTY",88,15007200,59385
"2285","SOUTH DAKOTA","BROWN COUNTY",243,46577800,217475
"2286","SOUTH DAKOTA","CAMPBELL COUNTY",2,560000,776
"2287","SOUTH DAKOTA","MEADE COUNTY",116,20107600,127302
"2288","SOUTH DAKOTA","TODD COUNTY",5,465200,5201
"2289","SOUTH DAKOTA","PENNINGTON COUNTY",482,102330800,455117
"2290","SOUTH DAKOTA","DEUEL COUNTY",1,38000,420
"2291","SOUTH DAKOTA","HUGHES COUNTY",69,15858800,61428
"2292","SOUTH DAKOTA","AURORA COUNTY",8,1088300,4866
"2293","SOUTH DAKOTA","BEADLE COUNTY",13,3075300,7549
"2294","SOUTH DAKOTA","BON HOMME COUNTY",3,770000,1119
"2295","SOUTH DAKOTA","BROOKINGS COUNTY",134,17770600,131463
"2296","SOUTH DAKOTA","BRULE COUNTY",1,1e+05,1340
"2297","SOUTH DAKOTA","CHARLES MIX COUNTY",5,503700,3528
"2298","SOUTH DAKOTA","CODINGTON COUNTY",470,88379600,381935
"2299","SOUTH DAKOTA","CORSON COUNTY",2,480000,1330
"2300","SOUTH DAKOTA","DAVISON COUNTY",27,5579200,18618
"2301","SOUTH DAKOTA","DAY COUNTY",26,4535400,38921
"2302","SOUTH DAKOTA","DEWEY COUNTY",1,250000,954
"2303","SOUTH DAKOTA","EDMUNDS COUNTY",2,7e+05,830
"2304","SOUTH DAKOTA","FALL RIVER COUNTY",18,2217500,25062
"2305","SOUTH DAKOTA","FAULK COUNTY",1,350000,415
"2306","SOUTH DAKOTA","GREGORY COUNTY",1,350000,373
"2307","SOUTH DAKOTA","HAAKON COUNTY",14,1364800,12323
"2308","SOUTH DAKOTA","HAMLIN COUNTY",55,11840500,37965
"2309","SOUTH DAKOTA","HAND COUNTY",6,1429300,4956
"2310","SOUTH DAKOTA","HANSON COUNTY",6,920400,5633
"2311","SOUTH DAKOTA","HUTCHINSON COUNTY",12,1486100,8519
"2312","SOUTH DAKOTA","JERAULD COUNTY",1,350000,415
"2313","SOUTH DAKOTA","KINGSBURY COUNTY",2,430000,1322
"2314","SOUTH DAKOTA","LYMAN COUNTY",8,775200,15395
"2315","SOUTH DAKOTA","MCCOOK COUNTY",20,3138100,19287
"2316","SOUTH DAKOTA","MINER COUNTY",1,350000,373
"2317","SOUTH DAKOTA","MINNEHAHA COUNTY",154,28315500,121000
"2318","SOUTH DAKOTA","MOODY COUNTY",21,2982200,24538
"2319","SOUTH DAKOTA","ROBERTS COUNTY",48,9678900,52834
"2320","SOUTH DAKOTA","SANBORN COUNTY",3,1420000,1998
"2321","SOUTH DAKOTA","SPINK COUNTY",33,5987000,29992
"2322","SOUTH DAKOTA","STANLEY COUNTY",130,33966700,116801
"2323","SOUTH DAKOTA","SULLY COUNTY",1,350000,415
"2324","SOUTH DAKOTA","YANKTON COUNTY",69,15710100,65014
"2325","SOUTH DAKOTA","ZIEBACH COUNTY",1,210000,351
"2326","TENNESSEE","BLOUNT COUNTY",346,72634700,299282
"2327","TENNESSEE","CLAY COUNTY",33,8252800,18222
"2328","TENNESSEE","COFFEE COUNTY",142,25704200,144562
"2329","TENNESSEE","FAYETTE COUNTY",127,35856000,71832
"2330","TENNESSEE","FRANKLIN COUNTY",77,16579200,66901
"2331","TENNESSEE","GREENE COUNTY",75,15229800,76802
