"","state","county","policies","insurance","premium","total_loss","closed_loss","open_loss","cwop_loss","total_pay"
"122","arkansas","ashley",87,9951600,58145,53,45,0,8,764556.25
"123","arkansas","baxter",187,27913500,174061,116,85,0,31,3046302.77
"124","arkansas","benton",836,194086000,734782,266,175,15,76,5234840.53
"125","arkansas","boone",70,17185800,117930,35,19,1,15,442114.81
"126","arkansas","bradley",51,4830100,36512,56,48,0,8,764460.35
"127","arkansas","carroll",7,1748900,5864,2,1,0,1,5936.47
"128","arkansas","chicot",316,80132900,178241,149,131,0,18,3704166.3
"129","arkansas","clark",103,17040700,77112,24,19,0,5,441659.71
"130","arkansas","columbia",11,2212400,11309,8,4,0,4,21810.12
"131","arkansas","conway",51,7694200,36961,20,16,0,4,182447.03
"132","arkansas","craighead",1187,172450500,910267,387,307,1,79,7073144.53
"133","arkansas","crawford",236,44882700,187241,53,36,1,16,999315.2
"134","arkansas","crittenden",691,140944900,431956,829,677,0,152,9546675.99
"135","arkansas","cross",206,21180600,186450,64,51,0,13,1726292.69
"136","arkansas","desha",285,36295300,169410,211,165,1,45,2313840.35
"137","arkansas","drew",47,6402900,26025,30,24,0,6,240795.69
"138","arkansas","faulkner",693,140078000,478116,222,180,1,41,3884714.43
"139","arkansas","fulton",40,3937800,32859,52,44,0,8,1106808.45
"140","arkansas","garland",1055,213736000,882766,232,170,0,62,3819839.38
"141","arkansas","grant",59,9893600,40575,12,10,0,2,104401.63
"142","arkansas","hempstead",12,1928700,7892,4,3,0,1,47332.73
"143","arkansas","hot spring",72,15752100,59741,15,11,0,4,28743.69
"144","arkansas","howard",28,3818100,25428,22,16,0,6,90029.44
"145","arkansas","independence",191,30395700,260754,179,139,2,38,2109795.67
"146","arkansas","izard",105,16979800,151332,72,64,1,7,2544165.37
"147","arkansas","johnson",126,12438200,95357,5,2,0,3,26439.86
"148","arkansas","lafayette",7,227200,3951,1,1,0,0,1411.81
"149","arkansas","lincoln",32,3806900,22988,18,13,0,5,123873.52
"150","arkansas","little river",18,994900,10163,5,3,0,2,127303.92
"151","arkansas","logan",25,1979600,16834,7,5,0,2,78178.62
"152","arkansas","lonoke",326,63774400,222035,68,53,0,15,1078816.88
"153","arkansas","miller",247,39205600,273757,99,75,0,24,1651906.05
"154","arkansas","mississippi",227,37418300,150135,64,47,1,16,540631.46
"155","arkansas","nevada",9,1157200,9225,1,1,0,0,5209.28
"156","arkansas","newton",2,838100,3625,6,6,0,0,114447.65
"157","arkansas","ouachita",104,14584700,89227,76,62,0,14,1101103.69
"158","arkansas","perry",64,7527900,60091,16,13,1,2,256855.35
"159","arkansas","phillips",226,32877400,183770,490,402,2,86,3434482.36
"160","arkansas","poinsett",217,28044500,162879,55,46,0,9,1316999
"161","arkansas","polk",48,5530300,39721,18,14,0,4,180123.2
"162","arkansas","pope",214,41428000,202745,54,47,0,7,810870.22
"163","arkansas","prairie",95,10065900,75022,89,71,7,11,2846551.67
"164","arkansas","pulaski",2832,596418200,2359911,1511,1137,20,354,21348257.55
"165","arkansas","saline",359,79652300,195057,208,182,0,26,3723018.46
"166","arkansas","scott",5,1045000,12001,7,6,0,1,520224.69
"167","arkansas","sebastian",569,125815400,519695,285,216,0,69,5206101.71
"168","arkansas","sevier",28,2923700,24569,17,15,0,2,748308.42
"169","arkansas","sharp",91,17013300,80115,87,72,0,15,1832494.35
"170","arkansas","st. francis",123,18301800,127220,21,14,0,7,413952.65
"171","arkansas","stone",5,1065800,2282,3,2,0,1,51683.71
"172","arkansas","union",132,21334900,145487,130,100,0,30,1315257.89
"173","arkansas","van buren",33,6007000,41346,16,15,0,1,519244.37
"174","arkansas","white",346,63838300,251213,126,104,5,17,2670217.75
"175","arkansas","woodruff",67,7752700,52481,65,61,2,2,1515124.15
"176","arkansas","yell",52,6933100,39031,9,8,0,1,64537.84
"177","california","santa cruz",4298,1096313500,5026432,1390,927,5,458,13289053.98
"178","california","nevada",225,59703700,196589,55,32,4,19,821595.65
"179","california","alameda",4273,1240649600,4045738,442,208,1,233,2217503.17
"180","california","alpine",98,4501400,24878,6,4,0,2,60561.57
"181","california","amador",194,48698500,173101,67,47,2,18,664806.07
"182","california","butte",2754,698849500,2142126,274,213,0,61,4140777.72
"183","california","calaveras",359,105459900,226031,45,36,0,9,1057415.59
"184","california","colusa",590,164223300,404648,162,136,1,25,3078787.68
"185","california","contra costa",5297,1453902500,5675719,1087,601,2,484,8282086.49
"186","california","del norte",187,47201500,254653,37,26,0,11,488499.18
"187","california","el dorado",466,134563900,513718,176,110,3,63,2251616.58
"188","california","fresno",1694,431210100,1246392,264,151,0,113,1548216.95
"189","california","glenn",573,117388400,442803,191,148,1,42,2232305.42
"190","california","humboldt",894,188427600,898867,195,129,0,66,2340007.18
"191","california","imperial",65,12174000,90212,126,83,0,43,762827.47
"192","california","inyo",85,22677800,38465,4,3,0,1,11669.44
"193","california","kern",5245,1116619100,3694704,216,126,0,90,1095614.63
"194","california","kings",1253,357782400,612182,7,5,0,2,18946.19
"195","california","lake",1820,400084600,1555033,1379,1045,9,325,13083401.7
"196","california","lassen",145,27802000,146825,52,34,1,17,876101.96
"197","california","los angeles",21360,6244918800,19363666,8247,4578,18,3651,58684234.94
"198","california","madera",908,176922800,805956,56,29,1,26,284797.91
"199","california","marin",8527,2444541700,10055405,3159,2351,4,804,47691332.28
"200","california","mendocino",649,147333000,683823,175,126,0,49,4334774.25
"201","california","merced",5433,1143967000,3185800,270,177,0,93,4354353.41
"202","california","modoc",102,23172700,70614,2,1,0,1,5653.6
"203","california","mono",170,47177100,135861,42,35,0,7,358674.51
"204","california","monterey",2669,722584800,3096029,1254,911,1,342,27021560.26
"205","california","napa",1965,554102100,2693437,1332,1084,0,248,29527641.3
"206","california","orange",16979,4753586100,18105903,3623,1945,1,1677,18310071.58
"207","california","placer",1545,462866600,1008796,598,495,0,103,15481060.05
"208","california","plumas",159,36859000,153084,63,46,1,16,1134684.16
"209","california","riverside",6512,1773572200,4510166,1632,1105,0,527,16664408.19
"210","california","sacramento",53530,17296737500,24724964,3604,2275,14,1315,35554987.1
"211","california","san benito",195,49865100,220749,92,66,3,23,1816185.51
"212","california","san bernardino",4631,1135722400,4623115,745,487,0,258,6352999.17
"213","california","san diego",10069,2774756300,8669941,1943,1264,12,667,20107922.18
"214","california","san francisco",136,38275600,75722,2,1,0,1,2784.59
"215","california","san joaquin",8352,2515145900,5080561,329,215,3,111,5768632.46
"216","california","san luis obispo",2465,693524000,2264390,498,339,0,159,4540232.57
"217","california","san mateo",5548,1588411800,6843072,899,571,1,327,10520327.21
"218","california","santa barbara",4346,1198030300,4685608,939,557,1,381,8650819.35
"219","california","santa clara",15909,4185307800,15800857,1558,994,15,549,22364778.24
"220","california","shasta",1200,291067200,976022,223,161,0,62,2497254.34
"221","california","sierra",77,16576100,104420,26,22,0,4,592282.19
"222","california","siskiyou",418,90490700,358266,71,41,0,30,529599.63
"223","california","solano",3173,873510800,2659699,567,440,3,124,10385900.11
"224","california","sonoma",3805,1014115600,3866858,6656,5641,2,1013,102219387.13
"225","california","stanislaus",1216,283627700,995254,221,179,1,41,4369978.05
"226","california","sutter",7722,2461449500,3710962,182,109,17,56,2515907.41
"227","california","tehama",1196,276325900,1122171,400,298,1,101,4146382.39
"228","california","trinity",117,25733000,82892,23,7,0,16,52924.2
"229","california","tulare",7834,1975183900,5446934,235,123,1,111,1059424.45
"230","california","tuolumne",69,19567300,46683,9,5,0,4,41375.22
"231","california","ventura",7394,2102570900,5238607,1149,749,3,397,12789477.46
"232","california","yolo",4984,1535900300,3075776,344,267,2,75,3443175.47
"233","california","yuba",4193,1281478700,1945571,309,222,0,87,8428486.32
"234","colorado","jefferson",1267,337455300,1236155,372,217,1,154,2228391.36
"235","colorado","morgan",115,17253500,158946,41,22,0,19,449479.27
"236","colorado","washington",1,60000,744,NA,NA,NA,NA,NA
"237","colorado","yuma",15,3378400,22006,3,2,0,1,3297.92
"238","colorado","lincoln",10,1592100,16250,5,1,0,4,4361.98
"239","colorado","logan",193,33404100,264776,75,41,0,34,853930.61
"240","colorado","phillips",6,1319600,9691,2,2,0,0,7402.49
"241","colorado","lake",5,1600000,5071,1,1,0,0,2582.02
"242","colorado","adams",1281,330521000,1145247,262,119,0,143,810533.97
"243","colorado","alamosa",48,11817200,27400,18,7,0,11,10440.27
"244","colorado","arapahoe",638,179681200,460899,96,47,0,49,504517.94
"245","colorado","archuleta",134,34494200,101787,4,2,0,2,1862.67
"246","colorado","bent",6,1155500,4671,2,2,0,0,2689.25
"247","colorado","boulder",5738,1477582600,4740640,1734,1352,3,379,49496613.74
"248","colorado","chaffee",130,34066200,107600,6,3,0,3,307142.31
"249","colorado","clear creek",130,30929400,159269,27,14,0,13,42709.78
"250","colorado","conejos",8,1354100,11116,3,0,0,3,0
"251","colorado","costilla",6,688600,4436,1,1,0,0,10316.64
"252","colorado","delta",59,14207900,54795,19,14,0,5,92297.5
"253","colorado","denver",1269,334923200,1217777,202,103,1,98,594810.56
"254","colorado","dolores",5,1043100,1528,1,1,0,0,270
"255","colorado","douglas",412,114058200,198780,48,28,0,20,501797.34
"256","colorado","eagle",454,122351200,301489,32,14,0,18,178737.76
"257","colorado","el paso",2734,649985100,2233378,754,385,3,366,5580656.67
"258","colorado","elbert",30,8390500,22274,2,0,0,2,0
"259","colorado","fremont",308,65314100,293222,67,36,0,31,169632.61
"260","colorado","garfield",193,58527500,171290,24,13,0,11,77004.64
"261","colorado","gilpin",25,12210800,80877,7,3,0,4,9794.46
"262","colorado","grand",152,29494200,112894,2,1,0,1,5959.58
"263","colorado","gunnison",277,71955100,189101,43,30,0,13,152530.67
"264","colorado","hinsdale",23,6447500,12649,1,0,0,1,0
"265","colorado","huerfano",64,8687000,73419,5,2,0,3,1884.26
"266","colorado","la plata",753,212252500,592592,36,22,0,14,486384.64
"267","colorado","larimer",1540,420738800,1287523,538,382,0,156,14846247.45
"268","colorado","las animas",25,3832100,22133,3,2,0,1,10992.16
"269","colorado","mesa",338,80482000,228844,56,25,0,31,281064.58
"270","colorado","mineral",11,2163400,20875,1,1,0,0,267.63
"271","colorado","moffat",23,5615400,15605,NA,NA,NA,NA,NA
"272","colorado","montezuma",115,31327100,127918,5,2,0,3,18588.03
"273","colorado","montrose",108,23191300,91201,6,4,0,2,56693.84
"274","colorado","otero",80,9621800,102329,137,110,2,25,1743790.27
"275","colorado","ouray",58,16443400,42628,6,5,0,1,33045.14
"276","colorado","park",33,8033500,26072,2,1,0,1,342.9
"277","colorado","pitkin",275,76651300,253505,26,14,0,12,219978.38
"278","colorado","prowers",66,14227400,74499,23,14,0,9,27037.02
"279","colorado","pueblo",167,43283300,112738,89,46,1,42,287781.08
"280","colorado","rio blanco",21,4552000,12816,10,7,0,3,31031.19
"281","colorado","rio grande",141,34108400,134155,6,2,0,4,2651.77
"282","colorado","routt",391,98130600,283864,33,20,0,13,414728.54
"283","colorado","saguache",5,420000,5666,NA,NA,NA,NA,NA
"284","colorado","san juan",4,1270000,1742,1,1,0,0,1144.08
"285","colorado","san miguel",509,125391600,327981,17,9,0,8,132604.49
"286","colorado","sedgwick",2,420000,632,NA,NA,NA,NA,NA
"287","colorado","summit",545,118769100,249393,26,12,0,14,43798.05
"288","colorado","teller",71,19344900,70183,10,4,0,6,12024.68
"289","colorado","weld",515,130604500,546460,161,130,0,31,5466151.76
"290","colorado","crowley",NA,NA,NA,1,0,0,1,0
"291","connecticut","fairfield",16432,4339602100,22680477,11362,9241,8,2113,247929187.5
"292","connecticut","hartford",3128,742307400,3899013,1707,1299,0,408,13534431.3
"293","connecticut","litchfield",993,228436500,1375367,482,339,1,142,6002990.6
"294","connecticut","middlesex",3521,899895900,5176526,2204,1680,2,522,36920396.06
"295","connecticut","new haven",10197,2446151900,13097332,9280,7423,19,1838,164639200.84
"296","connecticut","new london",4239,1103357200,6346537,2106,1613,1,492,29489197.33
"297","connecticut","tolland",250,58595600,296088,158,113,0,45,1604996.05
"298","connecticut","windham",172,41673600,244707,68,50,0,18,1338498.71
"299","delaware","kent",1034,272823100,908995,393,309,0,84,3387345.67
"300","delaware","new castle",3127,810526000,3136983,1339,1017,3,319,42147771.9
"301","delaware","sussex",22021,5750252600,15349899,4191,3149,6,1036,34336509.34
"302","district columbia","washington, d.c.",2003,430965000,1242314,247,126,2,119,3635616.6
"303","florida","calhoun",107,20215300,83582,142,122,0,20,2073791.28
"304","florida","clay",5556,1570340200,2754436,878,642,4,232,12707851.37
"305","florida","escambia",20862,5501536100,10787007,15646,12082,8,3556,684446766.16
"306","florida","franklin",2797,732983800,4052108,2414,1590,0,824,30516152.26
"307","florida","jackson",131,29045100,78555,53,38,0,15,475362.9
"308","florida","jefferson",88,18585500,45996,7,3,0,4,35904.27
"309","florida","lee",128690,30974666200,94049377,9283,5477,3,3803,75761722.35
"310","florida","madison",93,15814300,56251,82,72,0,10,1406763.04
"311","florida","marion",3872,833376600,2164679,142,79,1,62,1382676.41
"312","florida","monroe",26961,6544356500,33517733,18267,12431,1,5835,384343563.01
"313","florida","sumter",3319,840373200,1237939,64,42,0,22,607180.51
"314","florida","washington",115,21226800,68559,131,114,0,17,1582138.56
"315","florida","columbia",787,168270300,528381,306,242,0,64,6401407.98
"316","florida","lafayette",147,21940300,108399,250,207,0,43,2880177.02
"317","florida","polk",8163,1920942200,3958688,816,472,0,344,8393747.83
"318","florida","union",58,11522500,39842,24,21,0,3,314601.11
"319","florida","lake",3660,896828400,1754902,190,94,0,96,1209155.97
"320","florida","orange",14010,3643966100,6447909,939,382,2,555,4189788.09
"321","florida","alachua",2681,662928500,1671346,144,94,1,49,2028709.26
"322","florida","baker",144,28836300,88723,71,62,0,9,1825746.47
"323","florida","bay",32874,7747852200,13211014,6141,4582,5,1554,194788834.79
"324","florida","bradford",424,84584200,316833,89,62,1,26,885812.14
"325","florida","brevard",47922,12504237300,18924916,4299,2097,6,2196,37092860.97
"326","florida","broward",207632,51745382000,80246275,26348,11572,74,14702,109556881.39
"327","florida","charlotte",34669,8662522700,27859515,2779,1332,0,1447,12305910.64
"328","florida","citrus",5614,1198052500,5506814,4414,3775,33,606,113408087.53
"329","florida","collier",96868,23876886600,50895481,2011,930,1,1080,13919356.14
"330","florida","desoto",390,80453700,297311,213,163,0,50,2277184.2
"331","florida","dixie",420,58206700,531776,661,542,2,117,8357967.98
"332","florida","duval",33024,9503674100,14391288,3468,2455,13,1000,56954735.67
"333","florida","flagler",11093,2994649600,4579872,889,546,3,340,14699606.24
"334","florida","gadsden",156,49235200,118422,27,18,0,9,196101.52
"335","florida","gilchrist",253,39390500,219705,229,191,0,38,2308194.6
"336","florida","glades",269,46461500,130210,44,25,0,19,180014.09
"337","florida","gulf",1478,386683100,1539354,762,629,0,133,12112796.78
"338","florida","hamilton",66,10982900,41596,109,96,0,13,1459125.88
"339","florida","hardee",97,20259800,61841,44,32,0,12,453181.23
"340","florida","hendry",1363,299717800,744294,99,29,0,70,483589.7
"341","florida","hernando",3716,884326200,3271239,1850,1549,2,299,38476923.95
"342","florida","highlands",874,205038100,424406,88,43,0,45,656228.57
"343","florida","hillsborough",62131,16407553900,46580749,6886,4619,12,2255,67366908.77
"344","florida","holmes",101,18010000,82403,163,145,0,18,2165595.36
"345","florida","indian river",21321,5653394000,11084114,3077,1621,2,1454,58145272.83
"346","florida","leon",3423,901422900,2147175,831,640,0,191,9278651.29
"347","florida","levy",1042,169900000,1463614,814,693,1,120,14903694.71
"348","florida","liberty",20,3266400,13873,6,5,0,1,136563.75
"349","florida","manatee",43485,10692349500,31672816,4520,3184,1,1335,29614258.63
"350","florida","martin",16719,4446033600,8928120,2399,1409,1,989,37172495.28
"351","florida","miami-dade",342247,76548823900,149824843,53586,32089,21,21476,596290207.56
"352","florida","monroe",3234,844800000,3911605,231,168,0,63,5191467.77
"353","florida","nassau",10440,2963079800,5319981,578,348,1,229,5039539.17
"354","florida","okaloosa",20335,4919649400,9302553,7599,5238,6,2355,268979737.68
"355","florida","okeechobee",1588,333347900,919306,264,156,1,107,1800504.87
"356","florida","osceola",7966,2000525500,3913170,400,140,3,257,1129708.21
"357","florida","palm beach",149886,38875876300,59942051,9641,4434,15,5192,55211983.1
"358","florida","pasco",23797,5383058400,19402704,8478,6621,2,1855,131194041.54
"359","florida","pinellas",127599,28693560000,101053443,21608,16217,6,5385,182922650.56
"360","florida","putnam",1319,255435400,787599,314,215,3,96,4049147.24
"361","florida","santa rosa",13004,3828375400,7018778,7244,5921,24,1299,437584016.41
"362","florida","sarasota",54066,13661940500,37546935,4495,3024,5,1466,34599262.94
"363","florida","seminole",6874,1888809500,3538633,606,322,0,284,5286130.72
"364","florida","st. johns",35056,9299285200,19264310,4704,3454,54,1196,148581390.32
"365","florida","st. lucie",19393,4615610300,7542510,3625,2439,1,1185,71422133.04
"366","florida","suwannee",574,112763600,370146,296,235,0,61,5225087.89
"367","florida","taylor",570,92481300,584361,369,288,1,80,7712689.21
"368","florida","volusia",44819,10242688800,17983274,4451,2732,7,1712,59328156.7
"369","florida","wakulla",1385,295284200,1938033,1349,1110,2,237,25793913.94
"370","florida","walton",18403,4916913400,8221265,3024,1844,2,1178,62314187.23
"371","georgia","baldwin",92,25464300,51933,6,5,0,1,114284.3
"372","georgia","bibb",351,89182600,330643,99,72,0,27,2133668.01
"373","georgia","calhoun",7,883300,13192,NA,NA,NA,NA,NA
"374","georgia","cherokee",388,113290100,284161,57,40,0,17,5511204.48
"375","georgia","clarke",267,63087700,186350,23,17,0,6,102873.59
"376","georgia","clay",1,210000,320,NA,NA,NA,NA,NA
"377","georgia","coffee",50,11964100,27558,28,27,0,1,595017.42
"378","georgia","fayette",467,120964200,269331,116,79,1,36,1316091.25
"379","georgia","franklin",3,767500,3043,1,1,0,0,12218.02
"380","georgia","greene",19,5815100,11949,NA,NA,NA,NA,NA
"381","georgia","henry",486,132904800,229248,34,17,0,17,220838.82
"382","georgia","houston",504,123334300,337237,128,86,0,42,1474445.31
"383","georgia","jackson",8,1497700,4427,1,1,0,0,3429.05
"384","georgia","jefferson",9,1289700,3326,1,1,0,0,2299.96
"385","georgia","lamar",6,1257000,2346,1,1,0,0,15537.6
"386","georgia","lee",315,76005100,205474,631,568,0,63,14109693.53
"387","georgia","lowndes",348,83007300,250360,75,59,0,16,2496876.32
"388","georgia","macon",14,2625000,11133,5,4,0,1,37709.84
"389","georgia","madison",7,1633100,2601,1,0,0,1,0
"390","georgia","monroe",91,23040800,80825,45,38,0,7,2577933.92
"391","georgia","montgomery",39,6270000,21292,31,27,0,4,415645.17
"392","georgia","morgan",38,8712100,34367,NA,NA,NA,NA,NA
"393","georgia","pickens",52,11341900,36340,6,3,0,3,70139
"394","georgia","pike",5,1510000,3062,3,1,0,2,532.46
"395","georgia","randolph",2,582700,2623,NA,NA,NA,NA,NA
"396","georgia","sumter",145,28343700,149345,11,8,0,3,74057.84
"397","georgia","walker",213,32648200,214875,136,110,0,26,2705432.3
"398","georgia","washington",26,2996600,20769,4,4,0,0,9882.7
"399","georgia","wilcox",3,394600,1245,NA,NA,NA,NA,NA
"400","georgia","carroll",176,46554100,173261,52,42,2,8,4596541.18
"401","georgia","columbia",758,206919000,362303,68,46,0,22,434378.33
"402","georgia","crawford",5,1283000,1781,NA,NA,NA,NA,NA
"403","georgia","fulton",1966,549671300,1200171,796,568,1,227,10626075.26
"404","georgia","johnson",3,82000,771,1,1,0,0,36633.82
"405","georgia","miller",30,4697200,20798,8,7,0,1,167723.82
"406","georgia","newton",144,38063500,103645,32,22,1,9,485243.47
"407","georgia","polk",179,23670400,161716,131,108,0,23,771602.52
"408","georgia","pulaski",27,4319800,17455,13,13,0,0,232700.81
"409","georgia","union",117,24403000,93680,32,24,0,8,405878.8
"410","georgia","white",162,37566400,176340,28,7,0,21,80458.94
"411","georgia","douglas",259,67905800,131573,182,160,0,22,6932955.28
"412","georgia","elbert",6,1115500,3685,NA,NA,NA,NA,NA
"413","georgia","baker",30,4300000,33189,38,34,0,4,597443.59
"414","georgia","liberty",1852,444580500,1320622,68,29,1,38,176828.41
"415","georgia","putnam",105,19810700,97041,3,1,0,2,2370.37
"416","georgia","seminole",169,27227100,130868,71,64,0,7,1528350.96
"417","georgia","taylor",21,6033400,11339,3,3,0,0,49287
"418","georgia","walton",163,39457400,93937,23,11,0,12,144051.21
"419","georgia","appling",81,11886000,57998,19,14,0,5,232163.75
"420","georgia","atkinson",3,295000,2410,NA,NA,NA,NA,NA
"421","georgia","bacon",2,387000,1021,NA,NA,NA,NA,NA
"422","georgia","banks",7,1191700,7706,1,0,0,1,0
"423","georgia","barrow",85,19857300,47515,7,2,0,5,127572.19
"424","georgia","bartow",169,42404000,104951,27,19,0,8,490721.42
"425","georgia","ben hill",47,8856000,57788,18,13,0,5,128989.88
"426","georgia","berrien",62,8136800,74034,5,3,0,2,72684.54
"427","georgia","bleckley",9,1e+06,4511,NA,NA,NA,NA,NA
"428","georgia","brantley",64,11296400,47003,20,17,0,3,383123.16
"429","georgia","brooks",28,5021500,21455,12,7,0,5,261297.44
"430","georgia","bryan",4845,1379632300,3421277,138,63,1,74,1482092.57
"431","georgia","bulloch",429,103095300,298084,86,67,0,19,653657.68
"432","georgia","burke",28,4745300,13403,1,0,0,1,0
"433","georgia","butts",133,34090400,77834,23,20,0,3,378169.58
"434","georgia","camden",3666,1000215300,2016580,153,99,0,54,1568711.17
"435","georgia","candler",21,2712600,25715,1,1,0,0,3538.02
"436","georgia","catoosa",357,62978400,279822,233,205,0,28,3668430.18
"437","georgia","charlton",27,5844300,11028,32,30,0,2,844830.59
"438","georgia","chatham",28747,8000424400,20646947,4144,2975,12,1157,48959892.26
"439","georgia","chattahoochee",2,1070000,2892,NA,NA,NA,NA,NA
"440","georgia","chattooga",39,7845800,97740,46,45,0,1,1513388.33
"441","georgia","clayton",560,132587200,388639,348,258,0,90,3234422.46
"442","georgia","clinch",52,5267900,35038,5,2,0,3,2220.75
"443","georgia","cobb",3362,885817600,2191451,1646,1273,3,370,56880870.71
"444","georgia","colquitt",108,20647000,81353,50,43,0,7,1037975.78
"445","georgia","cook",14,4515000,5212,1,1,0,0,847.52
"446","georgia","cook",135,15783400,96812,7,4,0,3,144784.24
"447","georgia","coweta",191,51434500,88912,28,20,0,8,332609.2
"448","georgia","crisp",294,63594800,308811,24,15,0,9,58126.44
"449","georgia","dade",33,5740800,32483,8,5,0,3,108696.29
"450","georgia","dawson",43,11034800,32321,4,1,0,3,4140.86
"451","georgia","decatur",306,67004000,230669,198,168,0,30,4813199.94
"452","georgia","dekalb",5191,1259327000,4271339,3294,2556,40,698,82101183.85
"453","georgia","dodge",12,1858400,10712,NA,NA,NA,NA,NA
"454","georgia","dooly",34,5852900,24955,15,11,0,4,266562.66
"455","georgia","dougherty",1495,296818600,1479825,1204,1031,0,173,27509377.13
"456","georgia","early",31,4628200,38112,35,26,0,9,672129.12
"457","georgia","echols",2,108000,737,NA,NA,NA,NA,NA
"458","georgia","effingham",876,216739400,389102,34,25,0,9,184336.1
"459","georgia","emanuel",16,2414800,11693,2,2,0,0,10202.74
"460","georgia","evans",11,1245000,13259,NA,NA,NA,NA,NA
"461","georgia","fannin",360,86829600,315040,60,44,0,16,512298.19
"462","georgia","floyd",391,78237600,391219,366,289,0,77,2940132.16
"463","georgia","forsyth",418,116780500,197811,45,23,0,22,398747.97
"464","georgia","gilmer",322,83775000,276662,181,145,0,36,5034114.21
"465","georgia","glynn",15254,3954995500,15010070,910,547,1,362,10810241.2
"466","georgia","gordon",151,35860700,218257,25,20,0,5,433909.54
"467","georgia","grady",22,5072000,11991,10,7,0,3,162988.36
"468","georgia","gwinnett",1543,418192100,963627,393,285,6,102,8571176.1
"469","georgia","habersham",83,21994500,55958,6,2,0,4,30300
"470","georgia","hall",169,39806200,106531,32,16,0,16,126630.05
"471","georgia","hancock",9,1846900,8569,NA,NA,NA,NA,NA
"472","georgia","haralson",10,2507600,10126,NA,NA,NA,NA,NA
"473","georgia","harris",130,36265900,70899,9,3,0,6,54951.9
"474","georgia","hart",16,4786900,9356,1,0,0,1,0
"475","georgia","heard",6,716000,2727,1,1,0,0,1931.07
"476","georgia","irwin",19,5465000,9312,2,1,0,1,3112.65
"477","georgia","jasper",67,16083700,51087,7,6,0,1,77059.75
"478","georgia","jeff davis",26,5105700,20725,5,3,0,2,37609.32
"479","georgia","jenkins",23,2835800,15835,13,9,0,4,77173.7
"480","georgia","jones",46,12514100,37520,5,3,0,2,22661.97
"481","georgia","lanier",20,2744900,15434,NA,NA,NA,NA,NA
"482","georgia","laurens",53,10559200,40731,42,39,0,3,1242402.41
"483","georgia","long",171,43217500,96041,1,0,0,1,0
"484","georgia","lumpkin",39,9388100,32626,8,5,0,3,32074.65
"485","georgia","mcduffie",11,3012400,6916,NA,NA,NA,NA,NA
"486","georgia","mcintosh",848,219881300,777799,24,14,0,10,133377.67
"487","georgia","meriwether",7,1533000,2428,NA,NA,NA,NA,NA
"488","georgia","mitchell",205,30522700,143123,97,71,0,26,2147719.73
"489","georgia","murray",46,9547900,38426,31,25,0,6,354471.65
"490","georgia","muscogee",869,205866000,757716,199,117,0,82,1539951.16
"491","georgia","oconee",59,15842400,26827,2,2,0,0,8434.78
"492","georgia","oglethorpe",9,1821300,6357,NA,NA,NA,NA,NA
"493","georgia","paulding",200,51613600,82944,44,30,0,14,862574.97
"494","georgia","peach",25,6370700,16926,4,2,0,2,70631.77
"495","georgia","pierce",34,7790400,17602,8,6,0,2,339731.43
"496","georgia","quitman",2,392000,536,NA,NA,NA,NA,NA
"497","georgia","rabun",154,41824800,228985,21,12,1,8,230877.64
"498","georgia","richmond",1014,219369000,746217,434,344,0,90,3311451.76
"499","georgia","rockdale",126,33488300,62069,53,36,0,17,1063205.45
"500","georgia","screven",26,4905000,17075,1,0,0,1,0
"501","georgia","spalding",116,25939200,62454,16,9,0,7,71858.35
"502","georgia","stephens",56,9184000,47688,10,6,0,4,94088.47
"503","georgia","stewart",1,175000,300,NA,NA,NA,NA,NA
"504","georgia","talbot",7,1249400,4612,6,4,0,2,90919.46
"505","georgia","tattnall",34,4885900,20607,12,10,0,2,195247.48
"506","georgia","telfair",9,1170000,5820,6,6,0,0,91965.92
"507","georgia","terrell",8,1375500,5712,2,1,0,1,9728.92
"508","georgia","thomas",212,49520200,133227,46,36,0,10,1685007.25
"509","georgia","tift",220,42591700,152604,78,60,0,18,3472185.55
"510","georgia","toombs",40,5684800,23902,21,16,0,5,122698.88
"511","georgia","towns",73,16921100,55932,13,11,0,2,136062.7
"512","georgia","treutlen",1,128000,1328,NA,NA,NA,NA,NA
"513","georgia","troup",145,39799600,184682,56,49,0,7,1180760.08
"514","georgia","turner",12,1358300,10296,NA,NA,NA,NA,NA
"515","georgia","twiggs",2,280000,581,1,1,0,0,1563.25
"516","georgia","upson",24,4501400,21663,19,17,0,2,227839.32
"517","georgia","ware",168,33894700,120828,31,17,0,14,117894.36
"518","georgia","warren",3,1230000,2463,NA,NA,NA,NA,NA
"519","georgia","wayne",80,16461700,49691,6,5,0,1,56187.86
"520","georgia","wheeler",10,834300,10433,8,7,0,1,76211.1
"521","georgia","whitfield",186,47826800,245226,74,52,0,22,1411672.13
"522","georgia","wilkes",1,105000,256,NA,NA,NA,NA,NA
"523","georgia","wilkinson",2,310000,2269,NA,NA,NA,NA,NA
"524","georgia","worth",101,21965800,110934,33,23,0,10,469666.77
"525","georgia","--------------------------------",NA,NA,NA,1,1,0,0,1432.34
"526","hawaii","hawaii",4350,1031731200,3582929,731,501,0,230,18240426.9
"527","hawaii","honolulu",38112,8838403300,24038934,2314,1502,2,810,29810720.59
"528","hawaii","kauai",5358,1113988300,4423059,1174,652,3,519,37093918.68
